번호,관리기관,버스정류장명,경도,위도,버스정류장 외국어 음성안내 정보시스템 설치여부,관리기관명,데이터기준일자
44,경기도 양주시,고읍주공7단지,127.0872256,37.79542916,N,양주시 대중교통과,2023-08-23
45,경기도 양주시,고읍주공8단지,127.0848475,37.79357373,N,양주시 대중교통과,2023-08-23
46,경기도 양주시,고읍주공8단지,127.0852597,37.79344479,N,양주시 대중교통과,2023-08-23
47,경기도 양주시,광사1통마을회관,127.0699356,37.78774147,N,양주시 대중교통과,2023-08-23
48,경기도 양주시,광사1통마을회관,127.0701421,37.78772803,N,양주시 대중교통과,2023-08-23
49,경기도 양주시,광사동.넉바위,127.0691969,37.78526086,N,양주시 대중교통과,2023-08-23
50,경기도 양주시,광사동.넉바위,127.0688271,37.78516938,N,양주시 대중교통과,2023-08-23
51,경기도 양주시,광사초교.양주청소년문화의집,127.0847603,37.79126083,N,양주시 대중교통과,2023-08-23
52,경기도 양주시,광사초교.양주청소년문화의집,127.0847601,37.7910259,N,양주시 대중교통과,2023-08-23
53,경기도 양주시,광적공업사,126.966294,37.842484,N,양주시 대중교통과,2023-08-23
54,경기도 양주시,광적면행정복지센터.가래비시장,126.9846741,37.82400424,N,양주시 대중교통과,2023-08-23
55,경기도 양주시,구세당약방,126.985974,37.87192,N,양주시 대중교통과,2023-08-23
56,경기도 양주시,구암리.뉴옵틱스,126.9746936,37.88924503,N,양주시 대중교통과,2023-08-23
57,경기도 양주시,국군양주병원,127.0415187,37.850905,N,양주시 대중교통과,2023-08-23
58,경기도 양주시,국군양주병원,127.0419048,37.85037331,N,양주시 대중교통과,2023-08-23
59,경기도 양주시,국민체육센터,127.083285,37.788389,N,양주시 대중교통과,2023-08-23
60,경기도 양주시,국민체육센터,127.08343,37.788514,N,양주시 대중교통과,2023-08-23
61,경기도 양주시,귀율교앞,127.102406,37.826303,N,양주시 대중교통과,2023-08-23
62,경기도 양주시,귀율교앞,127.102557,37.826481,N,양주시 대중교통과,2023-08-23
63,경기도 양주시,금호제이드웰21단지,127.102185,37.816812,N,양주시 대중교통과,2023-08-23
64,경기도 양주시,금호제이드웰21단지,127.102464,37.81677,N,양주시 대중교통과,2023-08-23
65,경기도 양주시,기산리석곡,126.943608,37.777077,N,양주시 대중교통과,2023-08-23
66,경기도 양주시,김삿갓교,127.0957823,37.83995461,N,양주시 대중교통과,2023-08-23
67,경기도 양주시,김삿갓교,127.097273,37.83977,N,양주시 대중교통과,2023-08-23
68,경기도 양주시,꿈나무도서관.백석고교,126.98596,37.791883,N,양주시 대중교통과,2023-08-23
69,경기도 양주시,나누리공원,127.0774252,37.79387077,N,양주시 대중교통과,2023-08-23
70,경기도 양주시,남면초등학교,126.9754323,37.8933072,N,양주시 대중교통과,2023-08-23
71,경기도 양주시,남면초등학교,126.9756029,37.89321714,N,양주시 대중교통과,2023-08-23
72,경기도 양주시,남면행정복지센터,126.9757608,37.89681192,N,양주시 대중교통과,2023-08-23
73,경기도 양주시,남면행정복지센터.남면농협,126.975584,37.896951,N,양주시 대중교통과,2023-08-23
74,경기도 양주시,남문중.한국외식과학고등학교,126.9775913,37.89662311,N,양주시 대중교통과,2023-08-23
75,경기도 양주시,남방3동삼거리,127.0329292,37.77127255,N,양주시 대중교통과,2023-08-23
76,경기도 양주시,남방3통입구,127.028413,37.771164,N,양주시 대중교통과,2023-08-23
77,경기도 양주시,남방3통입구,127.028585,37.770994,N,양주시 대중교통과,2023-08-23
78,경기도 양주시,남방동입구.비석거리.남방사거리,127.0441852,37.76563803,N,양주시 대중교통과,2023-08-23
79,경기도 양주시,남산교,127.098192,37.826577,N,양주시 대중교통과,2023-08-23
80,경기도 양주시,남산교,127.098449,37.826543,N,양주시 대중교통과,2023-08-23
81,경기도 양주시,넘말.작은오미,126.9824144,37.79870926,N,양주시 대중교통과,2023-08-23
82,경기도 양주시,농업기술센터,126.978487,37.820557,N,양주시 대중교통과,2023-08-23
83,경기도 양주시,능안말,126.9930066,37.81038684,N,양주시 대중교통과,2023-08-23
84,경기도 양주시,능안말,126.9931315,37.81056704,N,양주시 대중교통과,2023-08-23
85,경기도 양주시,능원금속,127.008247,37.842398,N,양주시 대중교통과,2023-08-23
86,경기도 양주시,대동유리,127.024894,37.772457,N,양주시 대중교통과,2023-08-23
87,경기도 양주시,대륜발전소.리젠시빌란트6단지,127.098739,37.831234,N,양주시 대중교통과,2023-08-23
88,경기도 양주시,대륜발전소.리젠시빌란트6단지,127.098771,37.832064,N,양주시 대중교통과,2023-08-23
89,경기도 양주시,대방노블랜드12단지.옥정중앙공원,127.096266,37.821096,N,양주시 대중교통과,2023-08-23
90,경기도 양주시,대방노블랜드12단지.옥정중앙공원,127.096255,37.820884,N,양주시 대중교통과,2023-08-23
91,경기도 양주시,대방신도아파트,127.0747979,37.79205543,N,양주시 대중교통과,2023-08-23
92,경기도 양주시,대방신도아파트,127.0747523,37.79227361,N,양주시 대중교통과,2023-08-23
93,경기도 양주시,덕계동,127.0471011,37.81963109,N,양주시 대중교통과,2023-08-23
94,경기도 양주시,덕계동.덕계육교,127.0461239,37.8188116,N,양주시 대중교통과,2023-08-23
95,경기도 양주시,덕계역,127.054482,37.81876,N,양주시 대중교통과,2023-08-23
96,경기도 양주시,덕계역,127.0565836,37.81856546,N,양주시 대중교통과,2023-08-23
97,경기도 양주시,덕계역.현대윤중아파트,127.056125,37.819639,N,양주시 대중교통과,2023-08-23
98,경기도 양주시,덕계역.현대윤중아파트,127.056152,37.819748,N,양주시 대중교통과,2023-08-23
99,경기도 양주시,덕도삼거리,126.9533778,37.8569653,N,양주시 대중교통과,2023-08-23
100,경기도 양주시,덕도삼거리,126.95345,37.857186,N,양주시 대중교통과,2023-08-23
101,경기도 양주시,덕정고등학교,127.0721049,37.83788098,N,양주시 대중교통과,2023-08-23
102,경기도 양주시,덕정고등학교,127.071864,37.837817,N,양주시 대중교통과,2023-08-23
103,경기도 양주시,덕정사거리,127.0541386,37.84587276,N,양주시 대중교통과,2023-08-23
104,경기도 양주시,덕정사거리,127.0544349,37.84706188,N,양주시 대중교통과,2023-08-23
105,경기도 양주시,덕정사거리,127.053378,37.84670197,N,양주시 대중교통과,2023-08-23
106,경기도 양주시,덕정사거리,127.055082,37.84640389,N,양주시 대중교통과,2023-08-23
107,경기도 양주시,덕정아파트5단지.예스병원,127.0659928,37.83762321,N,양주시 대중교통과,2023-08-23
108,경기도 양주시,덕정아파트5단지.예스병원,127.0647202,37.83729055,N,양주시 대중교통과,2023-08-23
109,경기도 양주시,덕정역,127.0621124,37.8434634,N,양주시 대중교통과,2023-08-23
110,경기도 양주시,덕정역,127.0622833,37.84399487,N,양주시 대중교통과,2023-08-23
111,경기도 양주시,덕정주공1단지.칠봉초등학교,127.0679922,37.83754102,N,양주시 대중교통과,2023-08-23
112,경기도 양주시,덕정주공1단지.회천3동행정복지센터,127.0680942,37.83732473,N,양주시 대중교통과,2023-08-23
113,경기도 양주시,덕정주공1단지.회천3동행정복지센터,127.0705831,37.83840443,N,양주시 대중교통과,2023-08-23
114,경기도 양주시,덕정주공2단지,127.069036,37.83615296,N,양주시 대중교통과,2023-08-23
115,경기도 양주시,덕정주공2단지,127.0687745,37.83590085,N,양주시 대중교통과,2023-08-23
116,경기도 양주시,덕정주공3단지,127.0687845,37.8343332,N,양주시 대중교통과,2023-08-23
117,경기도 양주시,덕정주공3단지,127.0690345,37.83446819,N,양주시 대중교통과,2023-08-23
118,경기도 양주시,덕정주공4단지,127.065791,37.831954,N,양주시 대중교통과,2023-08-23
119,경기도 양주시,덕정주공4단지.엄상마을,127.0671123,37.83171238,N,양주시 대중교통과,2023-08-23
120,경기도 양주시,덕정주공4단지.엄상마을,127.0676009,37.83196437,N,양주시 대중교통과,2023-08-23
121,경기도 양주시,덕정주공4단지앞,127.065739,37.83305555,N,양주시 대중교통과,2023-08-23
122,경기도 양주시,덕정주공5단지,127.0638781,37.83554316,N,양주시 대중교통과,2023-08-23
123,경기도 양주시,덕정주공6단지,127.0737173,37.83708717,N,양주시 대중교통과,2023-08-23
124,경기도 양주시,덕정주공7단지,127.0734972,37.83247016,N,양주시 대중교통과,2023-08-23
125,경기도 양주시,덕정주공7단지,127.073524,37.832296,N,양주시 대중교통과,2023-08-23
126,경기도 양주시,덕정주공7단지,127.0735422,37.83232127,N,양주시 대중교통과,2023-08-23
127,경기도 양주시,덕정초교앞,127.0616378,37.84660795,N,양주시 대중교통과,2023-08-23
128,경기도 양주시,덕정초교앞,127.062091,37.846039,N,양주시 대중교통과,2023-08-23
129,경기도 양주시,덕현농협.양주2동행정복지센터,127.0803379,37.79646108,N,양주시 대중교통과,2023-08-23
130,경기도 양주시,덕현농협.양주2동행정복지센터,127.0802857,37.79665761,N,양주시 대중교통과,2023-08-23
131,경기도 양주시,덕현초교.덕고개,127.0807669,37.79826778,N,양주시 대중교통과,2023-08-23
132,경기도 양주시,덕현초교.덕고개,127.0813212,37.79860271,N,양주시 대중교통과,2023-08-23
133,경기도 양주시,도둔이입구,127.0584128,37.80846644,N,양주시 대중교통과,2023-08-23
134,경기도 양주시,도둔이입구,127.058585,37.80812903,N,양주시 대중교통과,2023-08-23
135,경기도 양주시,독바위공원,127.076712,37.820497,N,양주시 대중교통과,2023-08-23
136,경기도 양주시,독바위공원,127.076693,37.820712,N,양주시 대중교통과,2023-08-23
137,경기도 양주시,동화세아아파트,126.9839843,37.785952,N,양주시 대중교통과,2023-08-23
138,경기도 양주시,만송초등학교,127.0857231,37.79778625,N,양주시 대중교통과,2023-08-23
139,경기도 양주시,명성신우아파트.리치마트,127.0461792,37.81644209,N,양주시 대중교통과,2023-08-23
140,경기도 양주시,명성신우아파트.리치마트,127.0463724,37.81658616,N,양주시 대중교통과,2023-08-23
141,경기도 양주시,못말낚시터,126.983225,37.851037,N,양주시 대중교통과,2023-08-23
142,경기도 양주시,무태안.대교아파트,127.009301,37.79592661,N,양주시 대중교통과,2023-08-23
143,경기도 양주시,무태안.대교아파트,127.0090626,37.79578248,N,양주시 대중교통과,2023-08-23
144,경기도 양주시,방성5리,126.9976514,37.80777433,N,양주시 대중교통과,2023-08-23
145,경기도 양주시,방성5리,126.997411,37.808278,N,양주시 대중교통과,2023-08-23
146,경기도 양주시,방앗간.작은오미,126.985511,37.797506,N,양주시 대중교통과,2023-08-23
147,경기도 양주시,백석농협,126.9893753,37.79416037,N,양주시 대중교통과,2023-08-23
148,경기도 양주시,백석농협,126.989591,37.79422346,N,양주시 대중교통과,2023-08-23
149,경기도 양주시,백석우체국,127.000346,37.804957,N,양주시 대중교통과,2023-08-23
150,경기도 양주시,백석읍행정복지센터.백석초교,126.9876493,37.79573685,N,양주시 대중교통과,2023-08-23
151,경기도 양주시,백석읍행정복지센터.백석초교,126.9881829,37.79556573,N,양주시 대중교통과,2023-08-23
152,경기도 양주시,백석중학교,126.9902279,37.787115,N,양주시 대중교통과,2023-08-23
153,경기도 양주시,백석중학교,126.9904776,37.78724116,N,양주시 대중교통과,2023-08-23
154,경기도 양주시,벌말,127.0536626,37.83130467,N,양주시 대중교통과,2023-08-23
155,경기도 양주시,벌말,127.0538555,37.8310343,N,양주시 대중교통과,2023-08-23
156,경기도 양주시,범양아파트,127.0534221,37.82862896,N,양주시 대중교통과,2023-08-23
157,경기도 양주시,범양아파트.롯데마트,127.0536266,37.8285658,N,양주시 대중교통과,2023-08-23
158,경기도 양주시,복지그린빌라앞,126.992583,37.789199,N,양주시 대중교통과,2023-08-23
159,경기도 양주시,복지그린빌라앞,126.992458,37.789128,N,양주시 대중교통과,2023-08-23
160,경기도 양주시,복지사거리.태영아파트,126.9918968,37.78683585,N,양주시 대중교통과,2023-08-23
161,경기도 양주시,복지사거리.태영아파트,126.992277,37.786865,N,양주시 대중교통과,2023-08-23
162,경기도 양주시,복지사거리.태영아파트(마을),126.991968,37.786896,N,양주시 대중교통과,2023-08-23
163,경기도 양주시,봉암초등학교,127.0059698,37.90998635,N,양주시 대중교통과,2023-08-23
164,경기도 양주시,봉암터미널.봉암리,127.00551,37.907815,N,양주시 대중교통과,2023-08-23
165,경기도 양주시,봉양1통,127.0607683,37.86750127,N,양주시 대중교통과,2023-08-23
166,경기도 양주시,봉양사거리,127.0605641,37.86793383,N,양주시 대중교통과,2023-08-23
167,경기도 양주시,부곡리우리마을아파트,126.9688946,37.71424137,N,양주시 대중교통과,2023-08-23
168,경기도 양주시,북한산국립공원송추계곡.느티나무,126.9754255,37.71889197,N,양주시 대중교통과,2023-08-23
169,경기도 양주시,북한산국립공원송추계곡.푸른아파트,126.9740988,37.71818892,N,양주시 대중교통과,2023-08-23
170,경기도 양주시,불곡산입구.유양1동,127.0246028,37.78588798,N,양주시 대중교통과,2023-08-23
171,경기도 양주시,불곡산입구.유양1동,127.024018,37.786105,N,양주시 대중교통과,2023-08-23
172,경기도 양주시,비룡성당앞,126.97359,37.8947753,N,양주시 대중교통과,2023-08-23
173,경기도 양주시,산곡동,127.0279555,37.86006241,N,양주시 대중교통과,2023-08-23
174,경기도 양주시,산성말,127.0016031,37.78545778,N,양주시 대중교통과,2023-08-23
175,경기도 양주시,삼가대삼거리,127.105481,37.81411,N,양주시 대중교통과,2023-08-23
176,경기도 양주시,삼가대삼거리,127.105728,37.814412,N,양주시 대중교통과,2023-08-23
177,경기도 양주시,삼상2리마을회관앞,126.930848,37.698027,N,양주시 대중교통과,2023-08-23
178,경기도 양주시,삼하리,126.922881,37.677436,N,양주시 대중교통과,2023-08-23
179,경기도 양주시,삼하리,126.9232489,37.6787668,N,양주시 대중교통과,2023-08-23
180,경기도 양주시,상가업리교앞,126.976755,37.785277,N,양주시 대중교통과,2023-08-23
181,경기도 양주시,상수공단,126.9803263,37.87446953,N,양주시 대중교통과,2023-08-23
182,경기도 양주시,상수사거리,126.9934087,37.87138994,N,양주시 대중교통과,2023-08-23
183,경기도 양주시,상수사거리,126.9941815,37.8716873,N,양주시 대중교통과,2023-08-23
184,경기도 양주시,새빛뜰공원,127.08529,37.826685,N,양주시 대중교통과,2023-08-23
185,경기도 양주시,새빛뜰공원,127.085419,37.826355,N,양주시 대중교통과,2023-08-23
186,경기도 양주시,샘골,126.97065,37.704884,N,양주시 대중교통과,2023-08-23
187,경기도 양주시,샘골,126.97072,37.70444,N,양주시 대중교통과,2023-08-23
188,경기도 양주시,샘내,127.0455131,37.80391912,N,양주시 대중교통과,2023-08-23
189,경기도 양주시,샘내,127.04574,37.80368478,N,양주시 대중교통과,2023-08-23
190,경기도 양주시,샘내고개,127.045813,37.81176629,N,양주시 대중교통과,2023-08-23
191,경기도 양주시,샘내고개,127.0460402,37.81182927,N,양주시 대중교통과,2023-08-23
192,경기도 양주시,샘말,126.9341818,37.71075793,N,양주시 대중교통과,2023-08-23
193,경기도 양주시,샘말,126.9342502,37.71039758,N,양주시 대중교통과,2023-08-23
194,경기도 양주시,서광아파트.정우공업사,126.969812,37.793522,N,양주시 대중교통과,2023-08-23
195,경기도 양주시,서재말교차로,127.0801878,37.83875782,N,양주시 대중교통과,2023-08-23
196,경기도 양주시,서재말입구,127.0794326,37.83827278,N,양주시 대중교통과,2023-08-23
197,경기도 양주시,서정대학,127.0338868,37.85411427,N,양주시 대중교통과,2023-08-23
198,경기도 양주시,서정대학교,127.0340459,37.85426685,N,양주시 대중교통과,2023-08-23
199,경기도 양주시,석우리,126.9765816,37.83419677,N,양주시 대중교통과,2023-08-23
200,경기도 양주시,선경빌라.불무리,126.9961416,37.80049458,N,양주시 대중교통과,2023-08-23
201,경기도 양주시,선돌공원,127.081258,37.819927,N,양주시 대중교통과,2023-08-23
202,경기도 양주시,선돌공원,127.082053,37.819672,N,양주시 대중교통과,2023-08-23
203,경기도 양주시,선암2리.국담교,127.026044,37.861662,N,양주시 대중교통과,2023-08-23
204,경기도 양주시,섬말,126.9727488,37.83612375,N,양주시 대중교통과,2023-08-23
205,경기도 양주시,성우.나래아파트,127.0949671,37.80723127,N,양주시 대중교통과,2023-08-23
206,경기도 양주시,성우.나래아파트,127.0938552,37.80685528,N,양주시 대중교통과,2023-08-23
207,경기도 양주시,성음악기앞,127.0548576,37.8518119,N,양주시 대중교통과,2023-08-23
208,경기도 양주시,성음악기앞,127.0543303,37.85285354,N,양주시 대중교통과,2023-08-23
209,경기도 양주시,세광사,127.087004,37.832875,N,양주시 대중교통과,2023-08-23
210,경기도 양주시,세광사,127.0877,37.83356,N,양주시 대중교통과,2023-08-23
211,경기도 양주시,세아1차아파트,126.990919,37.79673725,N,양주시 대중교통과,2023-08-23
212,경기도 양주시,세아2차아파트,126.9992526,37.80326961,N,양주시 대중교통과,2023-08-23
213,경기도 양주시,세영리첼14단지,127.099147,37.819987,N,양주시 대중교통과,2023-08-23
214,경기도 양주시,세영리첼14단지,127.099415,37.818758,N,양주시 대중교통과,2023-08-23
215,경기도 양주시,세창아파트,127.085858,37.831579,N,양주시 대중교통과,2023-08-23
216,경기도 양주시,세창아파트,127.085969,37.832659,N,양주시 대중교통과,2023-08-23
217,경기도 양주시,세창아파트,127.08824,37.830677,N,양주시 대중교통과,2023-08-23
218,경기도 양주시,세창아파트,127.08584,37.831583,N,양주시 대중교통과,2023-08-23
219,경기도 양주시,세창아파트,127.087596,37.830032,N,양주시 대중교통과,2023-08-23
220,경기도 양주시,송추역.북한산국립공원송추계곡,126.9796447,37.71928926,N,양주시 대중교통과,2023-08-23
221,경기도 양주시,송추유원지.송추매표소.송추역,126.9796334,37.71901896,N,양주시 대중교통과,2023-08-23
222,경기도 양주시,송추초등학교.송추검문소,126.9713778,37.7156205,N,양주시 대중교통과,2023-08-23
223,경기도 양주시,송추초등학교.송추검문소,126.9716042,37.71650351,N,양주시 대중교통과,2023-08-23
224,경기도 양주시,스마트시티복합센터,127.094391,37.823061,N,양주시 대중교통과,2023-08-23
225,경기도 양주시,스마트시티복합센터,127.094294,37.822086,N,양주시 대중교통과,2023-08-23
226,경기도 양주시,시립공원묘지,127.977952,37.831618,N,양주시 대중교통과,2023-08-23
227,경기도 양주시,신사래.조양빌라.형제빌라,126.9818504,37.82775582,N,양주시 대중교통과,2023-08-23
228,경기도 양주시,신사래.조양빌라.형제빌라,126.9815788,37.8278083,N,양주시 대중교통과,2023-08-23
229,경기도 양주시,신산약방,126.9744422,37.89609087,N,양주시 대중교통과,2023-08-23
230,경기도 양주시,신암리,126.9623527,37.90376345,N,양주시 대중교통과,2023-08-23
231,경기도 양주시,신암삼거리,126.962666,37.905523,N,양주시 대중교통과,2023-08-23
232,경기도 양주시,쌍용관사,126.9895003,37.72369639,N,양주시 대중교통과,2023-08-23
233,경기도 양주시,쌍용관사,126.98928,37.723896,N,양주시 대중교통과,2023-08-23
234,경기도 양주시,양주경찰서.이마트,127.0550549,37.84031351,N,양주시 대중교통과,2023-08-23
235,경기도 양주시,양주경찰서.이마트,127.0551236,37.84112433,N,양주시 대중교통과,2023-08-23
236,경기도 양주시,양주문예회관,127.977018,37.814686,N,양주시 대중교통과,2023-08-23
237,경기도 양주시,양주변전소,126.922779,37.683978,N,양주시 대중교통과,2023-08-23
238,경기도 양주시,양주시청.시청보건소,127.0468869,37.78512471,N,양주시 대중교통과,2023-08-23
239,경기도 양주시,양주시청.시청보건소,127.0470684,37.78495346,N,양주시 대중교통과,2023-08-23
240,경기도 양주시,양주시청.양주고용복지플러스센터,127.0450587,37.78424246,N,양주시 대중교통과,2023-08-23
241,경기도 양주시,양주시청.양주고용복지플러스센터,127.0455354,37.78409813,N,양주시 대중교통과,2023-08-23
242,경기도 양주시,양주시청.양주시청년센터,127.0472039,37.78365603,N,양주시 대중교통과,2023-08-23
243,경기도 양주시,양주시청.양주시청년센터,127.0481685,37.78315112,N,양주시 대중교통과,2023-08-23
244,경기도 양주시,양주역,127.0450864,37.77335891,N,양주시 대중교통과,2023-08-23
245,경기도 양주시,양주역,127.0451099,37.77485449,N,양주시 대중교통과,2023-08-23
246,경기도 양주시,양주영업소,126.9192839,37.67950274,N,양주시 대중교통과,2023-08-23
247,경기도 양주시,양주영업소,126.9163377,37.67897157,N,양주시 대중교통과,2023-08-23
248,경기도 양주시,양주테크노시티,126.987552,37.816548,N,양주시 대중교통과,2023-08-23
249,경기도 양주시,양주테크노시티,126.986575,37.81758927,N,양주시 대중교통과,2023-08-23
250,경기도 양주시,양주향교.양주별산대놀이전수회관,127.0327757,37.78401211,N,양주시 대중교통과,2023-08-23
251,경기도 양주시,양주향교.양주별산대놀이전수회관,127.0337065,37.78387672,N,양주시 대중교통과,2023-08-23
252,경기도 양주시,양짓말,127.0631048,37.78271867,N,양주시 대중교통과,2023-08-23
253,경기도 양주시,양짓말,127.0628651,37.78299364,N,양주시 대중교통과,2023-08-23
254,경기도 양주시,어둔동윗저수지,127.015302,37.779177,N,양주시 대중교통과,2023-08-23
255,경기도 양주시,예비군훈련장,127.0676994,37.82775689,N,양주시 대중교통과,2023-08-23
256,경기도 양주시,오렌지아울렛앞,127.0541229,37.83424115,N,양주시 대중교통과,2023-08-23
257,경기도 양주시,오산삼거리,127.0112879,37.79235906,N,양주시 대중교통과,2023-08-23
258,경기도 양주시,오산삼거리,127.012212,37.792099,N,양주시 대중교통과,2023-08-23
259,경기도 양주시,옥정22단지,127.103264,37.816815,N,양주시 대중교통과,2023-08-23
260,경기도 양주시,옥정22단지,127.103083,37.816548,N,양주시 대중교통과,2023-08-23
261,경기도 양주시,옥정3단지,127.087849,37.835189,N,양주시 대중교통과,2023-08-23
262,경기도 양주시,옥정3단지.세창아파트입구,127.088321,37.834528,N,양주시 대중교통과,2023-08-23
